word,0,rank,freq
discrimination,7,2510.0,1.378997862553313e-05
motive,7,2510.0,1.378997862553313e-05
parts,7,2510.0,1.378997862553313e-05
issolation,7,2510.0,1.378997862553313e-05
walk,7,2510.0,1.378997862553313e-05
tolerated,7,2510.0,1.378997862553313e-05
employment,7,2510.0,1.378997862553313e-05
flowing,7,2510.0,1.378997862553313e-05
discharge,7,2510.0,1.378997862553313e-05
tennage,7,2510.0,1.378997862553313e-05
flooding,7,2510.0,1.378997862553313e-05
bodily,7,2510.0,1.378997862553313e-05
monkies,7,2510.0,1.378997862553313e-05
load,7,2510.0,1.378997862553313e-05
limitation,7,2510.0,1.378997862553313e-05
activies,7,2510.0,1.378997862553313e-05
pennis,7,2510.0,1.378997862553313e-05
f0r,7,2510.0,1.378997862553313e-05
boader,7,2510.0,1.378997862553313e-05
locked,7,2510.0,1.378997862553313e-05
efforts,7,2510.0,1.378997862553313e-05
formed,7,2510.0,1.378997862553313e-05
interacting,7,2510.0,1.378997862553313e-05
thee,7,2510.0,1.378997862553313e-05
burrials,7,2510.0,1.378997862553313e-05
formal,7,2510.0,1.378997862553313e-05
mentioned,7,2510.0,1.378997862553313e-05
equiped,7,2510.0,1.378997862553313e-05
truth,7,2510.0,1.378997862553313e-05
economical,7,2510.0,1.378997862553313e-05
inpresonment,7,2510.0,1.378997862553313e-05
ment,7,2510.0,1.378997862553313e-05
attyend,7,2510.0,1.378997862553313e-05
memebers,7,2510.0,1.378997862553313e-05
pleeding,7,2510.0,1.378997862553313e-05
stays,7,2510.0,1.378997862553313e-05
touchlight,7,2510.0,1.378997862553313e-05
eola,7,2510.0,1.378997862553313e-05
interest,7,2510.0,1.378997862553313e-05
ownership,7,2510.0,1.378997862553313e-05
diffculty,7,2510.0,1.378997862553313e-05
liberial,7,2510.0,1.378997862553313e-05
beliefs,7,2510.0,1.378997862553313e-05
disese,7,2510.0,1.378997862553313e-05
structures,7,2510.0,1.378997862553313e-05
acting,7,2510.0,1.378997862553313e-05
lodgging,7,2510.0,1.378997862553313e-05
dicipline,7,2510.0,1.378997862553313e-05
ect,7,2510.0,1.378997862553313e-05
overcrouding,7,2510.0,1.378997862553313e-05
logging,7,2510.0,1.378997862553313e-05
economy,7,2510.0,1.378997862553313e-05
stood,7,2510.0,1.378997862553313e-05
stubborn,7,2510.0,1.378997862553313e-05
driven,7,2510.0,1.378997862553313e-05
applied,7,2510.0,1.378997862553313e-05
authomatic,7,2510.0,1.378997862553313e-05
connot,7,2510.0,1.378997862553313e-05
gadering,7,2510.0,1.378997862553313e-05
restirection,7,2510.0,1.378997862553313e-05
daughter,7,2510.0,1.378997862553313e-05
confused,7,2510.0,1.378997862553313e-05
responsibilty,7,2510.0,1.378997862553313e-05
shak,7,2510.0,1.378997862553313e-05
publick,7,2510.0,1.378997862553313e-05
spirit,7,2510.0,1.378997862553313e-05
respon,7,2510.0,1.378997862553313e-05
punishment,7,2510.0,1.378997862553313e-05
respectful,7,2510.0,1.378997862553313e-05
city,7,2510.0,1.378997862553313e-05
rerady,7,2510.0,1.378997862553313e-05
citizen,7,2510.0,1.378997862553313e-05
seven,7,2510.0,1.378997862553313e-05
restrication,7,2510.0,1.378997862553313e-05
conditions,7,2510.0,1.378997862553313e-05
clear,7,2510.0,1.378997862553313e-05
returns,7,2510.0,1.378997862553313e-05
unless,7,2510.0,1.378997862553313e-05
unlawful,7,2510.0,1.378997862553313e-05
concent,7,2510.0,1.378997862553313e-05
villagers,7,2510.0,1.378997862553313e-05
seperated,7,2510.0,1.378997862553313e-05
specicific,7,2510.0,1.378997862553313e-05
dealing,7,2510.0,1.378997862553313e-05
helth,7,2510.0,1.378997862553313e-05
ristricted,7,2510.0,1.378997862553313e-05
celebrate,7,2510.0,1.378997862553313e-05
closest,7,2510.0,1.378997862553313e-05
commuty,7,2510.0,1.378997862553313e-05
cinema,7,2510.0,1.378997862553313e-05
qand,7,2510.0,1.378997862553313e-05
qualify,7,2510.0,1.378997862553313e-05
contrbute,7,2510.0,1.378997862553313e-05
courage,7,2510.0,1.378997862553313e-05
situations,7,2510.0,1.378997862553313e-05
reaching,7,2510.0,1.378997862553313e-05
rapidly,7,2510.0,1.378997862553313e-05
sickand,7,2510.0,1.378997862553313e-05
cooperation,7,2510.0,1.378997862553313e-05
husband,7,2510.0,1.378997862553313e-05
rampage,7,2510.0,1.378997862553313e-05
9pm,7,2510.0,1.378997862553313e-05
sic,7,2510.0,1.378997862553313e-05
referring,7,2510.0,1.378997862553313e-05
refusing,7,2510.0,1.378997862553313e-05
register,7,2510.0,1.378997862553313e-05
governmen,7,2510.0,1.378997862553313e-05
champoin,7,2510.0,1.378997862553313e-05
hod,7,2510.0,1.378997862553313e-05
hood,7,2510.0,1.378997862553313e-05
chororine,7,2510.0,1.378997862553313e-05
7am,7,2510.0,1.378997862553313e-05
quaratinned,7,2510.0,1.378997862553313e-05
honorable,7,2510.0,1.378997862553313e-05
crowing,7,2510.0,1.378997862553313e-05
chrlorine,7,2510.0,1.378997862553313e-05
holy,7,2510.0,1.378997862553313e-05
contained,7,2510.0,1.378997862553313e-05
quarantee,7,2510.0,1.378997862553313e-05
update,7,2510.0,1.378997862553313e-05
ie,7,2510.0,1.378997862553313e-05
govrnment,7,2510.0,1.378997862553313e-05
churches,7,2510.0,1.378997862553313e-05
alright,7,2510.0,1.378997862553313e-05
yhe,7,2510.0,1.378997862553313e-05
visiing,7,2510.0,1.378997862553313e-05
abandoned,7,2510.0,1.378997862553313e-05
runing,7,2510.0,1.378997862553313e-05
product,7,2510.0,1.378997862553313e-05
spoil,7,2510.0,1.378997862553313e-05
sprayed,7,2510.0,1.378997862553313e-05
incharged,7,2510.0,1.378997862553313e-05
harbour,7,2510.0,1.378997862553313e-05
scared,7,2510.0,1.378997862553313e-05
functioning,7,2510.0,1.378997862553313e-05
unity,7,2510.0,1.378997862553313e-05
harm,7,2510.0,1.378997862553313e-05
screen,7,2510.0,1.378997862553313e-05
sectional,7,2510.0,1.378997862553313e-05
committe,7,2510.0,1.378997862553313e-05
clustering,7,2510.0,1.378997862553313e-05
caspacitated,7,2510.0,1.378997862553313e-05
safer,7,2510.0,1.378997862553313e-05
pregnancies,7,2510.0,1.378997862553313e-05
handshake,7,2510.0,1.378997862553313e-05
surrounding,6,2758.0,1.1819981679028397e-05
commend,6,2758.0,1.1819981679028397e-05
banding,6,2758.0,1.1819981679028397e-05
honour,6,2758.0,1.1819981679028397e-05
excessive,6,2758.0,1.1819981679028397e-05
governmentshould,6,2758.0,1.1819981679028397e-05
dy,6,2758.0,1.1819981679028397e-05
duties,6,2758.0,1.1819981679028397e-05
exception,6,2758.0,1.1819981679028397e-05
sholud,6,2758.0,1.1819981679028397e-05
durg,6,2758.0,1.1819981679028397e-05
shool,6,2758.0,1.1819981679028397e-05
defulters,6,2758.0,1.1819981679028397e-05
fenerals,6,2758.0,1.1819981679028397e-05
contiune,6,2758.0,1.1819981679028397e-05
observing,6,2758.0,1.1819981679028397e-05
alam,6,2758.0,1.1819981679028397e-05
marketting,6,2758.0,1.1819981679028397e-05
remains,6,2758.0,1.1819981679028397e-05
honey,6,2758.0,1.1819981679028397e-05
shking,6,2758.0,1.1819981679028397e-05
coll,6,2758.0,1.1819981679028397e-05
favour,6,2758.0,1.1819981679028397e-05
yombollu,6,2758.0,1.1819981679028397e-05
bases,6,2758.0,1.1819981679028397e-05
nohand,6,2758.0,1.1819981679028397e-05
holeday,6,2758.0,1.1819981679028397e-05
nopublic,6,2758.0,1.1819981679028397e-05
wewant,6,2758.0,1.1819981679028397e-05
wards,6,2758.0,1.1819981679028397e-05
le300,6,2758.0,1.1819981679028397e-05
existance,6,2758.0,1.1819981679028397e-05
barrier,6,2758.0,1.1819981679028397e-05
north,6,2758.0,1.1819981679028397e-05
easiest,6,2758.0,1.1819981679028397e-05
easier,6,2758.0,1.1819981679028397e-05
barray,6,2758.0,1.1819981679028397e-05
nostrangers,6,2758.0,1.1819981679028397e-05
ears,6,2758.0,1.1819981679028397e-05
colleagues,6,2758.0,1.1819981679028397e-05
throw,6,2758.0,1.1819981679028397e-05
remind,6,2758.0,1.1819981679028397e-05
latrine,6,2758.0,1.1819981679028397e-05
honest,6,2758.0,1.1819981679028397e-05
screeming,6,2758.0,1.1819981679028397e-05
minimize,6,2758.0,1.1819981679028397e-05
relate,6,2758.0,1.1819981679028397e-05
goal,6,2758.0,1.1819981679028397e-05
sicks,6,2758.0,1.1819981679028397e-05
operations,6,2758.0,1.1819981679028397e-05
successfully,6,2758.0,1.1819981679028397e-05
utensils,6,2758.0,1.1819981679028397e-05
rebel,6,2758.0,1.1819981679028397e-05
burne,6,2758.0,1.1819981679028397e-05
chiefe,6,2758.0,1.1819981679028397e-05
cotracting,6,2758.0,1.1819981679028397e-05
goats,6,2758.0,1.1819981679028397e-05
distrubed,6,2758.0,1.1819981679028397e-05
distroy,6,2758.0,1.1819981679028397e-05
recougnise,6,2758.0,1.1819981679028397e-05
majors,6,2758.0,1.1819981679028397e-05
readness,6,2758.0,1.1819981679028397e-05
yheir,6,2758.0,1.1819981679028397e-05
read,6,2758.0,1.1819981679028397e-05
othe,6,2758.0,1.1819981679028397e-05
distances,6,2758.0,1.1819981679028397e-05
finnish,6,2758.0,1.1819981679028397e-05
harbalist,6,2758.0,1.1819981679028397e-05
thousadnd,6,2758.0,1.1819981679028397e-05
appear,6,2758.0,1.1819981679028397e-05
washingof,6,2758.0,1.1819981679028397e-05
sickperson,6,2758.0,1.1819981679028397e-05
rejection,6,2758.0,1.1819981679028397e-05
si,6,2758.0,1.1819981679028397e-05
arrivial,6,2758.0,1.1819981679028397e-05
tradional,6,2758.0,1.1819981679028397e-05
nigght,6,2758.0,1.1819981679028397e-05
offered,6,2758.0,1.1819981679028397e-05
office,6,2758.0,1.1819981679028397e-05
lumar,6,2758.0,1.1819981679028397e-05
doughters,6,2758.0,1.1819981679028397e-05
bural,6,2758.0,1.1819981679028397e-05
film,6,2758.0,1.1819981679028397e-05
chimpanzees,6,2758.0,1.1819981679028397e-05
thre,6,2758.0,1.1819981679028397e-05
recruit,6,2758.0,1.1819981679028397e-05
final,6,2758.0,1.1819981679028397e-05
sdaying,6,2758.0,1.1819981679028397e-05
refering,6,2758.0,1.1819981679028397e-05
sections,6,2758.0,1.1819981679028397e-05
okada,6,2758.0,1.1819981679028397e-05
comfirm,6,2758.0,1.1819981679028397e-05
onboard,6,2758.0,1.1819981679028397e-05
suggest,6,2758.0,1.1819981679028397e-05
reduced,6,2758.0,1.1819981679028397e-05
burialing,6,2758.0,1.1819981679028397e-05
drastically,6,2758.0,1.1819981679028397e-05
secretary,6,2758.0,1.1819981679028397e-05
sharps,6,2758.0,1.1819981679028397e-05
restricting,6,2758.0,1.1819981679028397e-05
rid,6,2758.0,1.1819981679028397e-05
concentration,6,2758.0,1.1819981679028397e-05
herbalist,6,2758.0,1.1819981679028397e-05
vigilant,6,2758.0,1.1819981679028397e-05
toliet,6,2758.0,1.1819981679028397e-05
heva,6,2758.0,1.1819981679028397e-05
heve,6,2758.0,1.1819981679028397e-05
timely,6,2758.0,1.1819981679028397e-05
toll,6,2758.0,1.1819981679028397e-05
condem,6,2758.0,1.1819981679028397e-05
bodys,6,2758.0,1.1819981679028397e-05
factors,6,2758.0,1.1819981679028397e-05
news,6,2758.0,1.1819981679028397e-05
theburial,6,2758.0,1.1819981679028397e-05
condom,6,2758.0,1.1819981679028397e-05
amoung,6,2758.0,1.1819981679028397e-05
belived,6,2758.0,1.1819981679028397e-05
teem,6,2758.0,1.1819981679028397e-05
bece,6,2758.0,1.1819981679028397e-05
classes,6,2758.0,1.1819981679028397e-05
lighting,6,2758.0,1.1819981679028397e-05
teach,6,2758.0,1.1819981679028397e-05
accordance,6,2758.0,1.1819981679028397e-05
allocated,6,2758.0,1.1819981679028397e-05
sad,6,2758.0,1.1819981679028397e-05
encourageing,6,2758.0,1.1819981679028397e-05
sacrifice,6,2758.0,1.1819981679028397e-05
sa,6,2758.0,1.1819981679028397e-05
healthy,6,2758.0,1.1819981679028397e-05
lodges,6,2758.0,1.1819981679028397e-05
violating,6,2758.0,1.1819981679028397e-05
cmmunity,6,2758.0,1.1819981679028397e-05
clubs,6,2758.0,1.1819981679028397e-05
misunderstanding,6,2758.0,1.1819981679028397e-05
closs,6,2758.0,1.1819981679028397e-05
communiy,6,2758.0,1.1819981679028397e-05
rivers,6,2758.0,1.1819981679028397e-05
enhance,6,2758.0,1.1819981679028397e-05
boat,6,2758.0,1.1819981679028397e-05
english,6,2758.0,1.1819981679028397e-05
complie,6,2758.0,1.1819981679028397e-05
sensetization,6,2758.0,1.1819981679028397e-05
entrying,6,2758.0,1.1819981679028397e-05
extending,6,2758.0,1.1819981679028397e-05
alfriad,6,2758.0,1.1819981679028397e-05
risky,6,2758.0,1.1819981679028397e-05
enemy,6,2758.0,1.1819981679028397e-05
separation,6,2758.0,1.1819981679028397e-05
voice,6,2758.0,1.1819981679028397e-05
termometer,6,2758.0,1.1819981679028397e-05
moniture,6,2758.0,1.1819981679028397e-05
taxforce,6,2758.0,1.1819981679028397e-05
movment,6,2758.0,1.1819981679028397e-05
eliminate,6,2758.0,1.1819981679028397e-05
tou,6,2758.0,1.1819981679028397e-05
birial,6,2758.0,1.1819981679028397e-05
familarisation,6,2758.0,1.1819981679028397e-05
taboo,6,2758.0,1.1819981679028397e-05
veronika,6,2758.0,1.1819981679028397e-05
touches,6,2758.0,1.1819981679028397e-05
respectable,6,2758.0,1.1819981679028397e-05
consented,6,2758.0,1.1819981679028397e-05
bcontact,6,2758.0,1.1819981679028397e-05
150,6,2758.0,1.1819981679028397e-05
expectations,6,2758.0,1.1819981679028397e-05
touchinh,6,2758.0,1.1819981679028397e-05
birds,6,2758.0,1.1819981679028397e-05
touchiong,6,2758.0,1.1819981679028397e-05
eradicating,6,2758.0,1.1819981679028397e-05
touchung,6,2758.0,1.1819981679028397e-05
constantly,6,2758.0,1.1819981679028397e-05
anyboday,6,2758.0,1.1819981679028397e-05
ebolais,6,2758.0,1.1819981679028397e-05
lose,6,2758.0,1.1819981679028397e-05
networks,6,2758.0,1.1819981679028397e-05
wine,6,2758.0,1.1819981679028397e-05
medicins,6,2758.0,1.1819981679028397e-05
eboala,6,2758.0,1.1819981679028397e-05
necessecities,6,2758.0,1.1819981679028397e-05
satisfied,6,2758.0,1.1819981679028397e-05
havest,6,2758.0,1.1819981679028397e-05
taem,6,2758.0,1.1819981679028397e-05
boundary,6,2758.0,1.1819981679028397e-05
hight,6,2758.0,1.1819981679028397e-05
torch,6,2758.0,1.1819981679028397e-05
theie,6,2758.0,1.1819981679028397e-05
loosen,6,2758.0,1.1819981679028397e-05
nad,6,2758.0,1.1819981679028397e-05
torching,6,2758.0,1.1819981679028397e-05
talked,6,2758.0,1.1819981679028397e-05
hate,6,2758.0,1.1819981679028397e-05
braeking,6,2758.0,1.1819981679028397e-05
efficient,6,2758.0,1.1819981679028397e-05
names,6,2758.0,1.1819981679028397e-05
nature,6,2758.0,1.1819981679028397e-05
responed,6,2758.0,1.1819981679028397e-05
firm,6,2758.0,1.1819981679028397e-05
falls,6,2758.0,1.1819981679028397e-05
400,6,2758.0,1.1819981679028397e-05
cofu,6,2758.0,1.1819981679028397e-05
42,6,2758.0,1.1819981679028397e-05
arive,6,2758.0,1.1819981679028397e-05
meication,6,2758.0,1.1819981679028397e-05
wit,6,2758.0,1.1819981679028397e-05
satified,6,2758.0,1.1819981679028397e-05
witch,6,2758.0,1.1819981679028397e-05
prefer,6,2758.0,1.1819981679028397e-05
declearation,6,2758.0,1.1819981679028397e-05
creating,6,2758.0,1.1819981679028397e-05
stick,6,2758.0,1.1819981679028397e-05
afer,6,2758.0,1.1819981679028397e-05
ineffective,6,2758.0,1.1819981679028397e-05
jail,6,2758.0,1.1819981679028397e-05
soonest,6,2758.0,1.1819981679028397e-05
practicing,6,2758.0,1.1819981679028397e-05
issuse,6,2758.0,1.1819981679028397e-05
unsafeburial,6,2758.0,1.1819981679028397e-05
island,6,2758.0,1.1819981679028397e-05
size,6,2758.0,1.1819981679028397e-05
poorverty,6,2758.0,1.1819981679028397e-05
dictate,6,2758.0,1.1819981679028397e-05
trianed,6,2758.0,1.1819981679028397e-05
vomits,6,2758.0,1.1819981679028397e-05
patience,6,2758.0,1.1819981679028397e-05
investors,6,2758.0,1.1819981679028397e-05
dangrous,6,2758.0,1.1819981679028397e-05
adult,6,2758.0,1.1819981679028397e-05
deep,6,2758.0,1.1819981679028397e-05
campain,6,2758.0,1.1819981679028397e-05
increases,6,2758.0,1.1819981679028397e-05
generation,6,2758.0,1.1819981679028397e-05
upoun,6,2758.0,1.1819981679028397e-05
property,6,2758.0,1.1819981679028397e-05
deceased,6,2758.0,1.1819981679028397e-05
funding,6,2758.0,1.1819981679028397e-05
soul,6,2758.0,1.1819981679028397e-05
discriminating,6,2758.0,1.1819981679028397e-05
trasfered,6,2758.0,1.1819981679028397e-05
unpon,6,2758.0,1.1819981679028397e-05
crearing,6,2758.0,1.1819981679028397e-05
bussiness,6,2758.0,1.1819981679028397e-05
participating,6,2758.0,1.1819981679028397e-05
institutions,6,2758.0,1.1819981679028397e-05
pit,6,2758.0,1.1819981679028397e-05
partial,6,2758.0,1.1819981679028397e-05
pipe,6,2758.0,1.1819981679028397e-05
hygien,6,2758.0,1.1819981679028397e-05
forever,6,2758.0,1.1819981679028397e-05
abroad,6,2758.0,1.1819981679028397e-05
quarantien,6,2758.0,1.1819981679028397e-05
isthis,6,2758.0,1.1819981679028397e-05
prove,6,2758.0,1.1819981679028397e-05
diseas,6,2758.0,1.1819981679028397e-05
byelaws,6,2758.0,1.1819981679028397e-05
intercours,6,2758.0,1.1819981679028397e-05
attanding,6,2758.0,1.1819981679028397e-05
defeat,6,2758.0,1.1819981679028397e-05
promised,6,2758.0,1.1819981679028397e-05
persone,6,2758.0,1.1819981679028397e-05
packages,6,2758.0,1.1819981679028397e-05
ignore,6,2758.0,1.1819981679028397e-05
sombody,6,2758.0,1.1819981679028397e-05
joint,6,2758.0,1.1819981679028397e-05
incoming,6,2758.0,1.1819981679028397e-05
stakeholder,6,2758.0,1.1819981679028397e-05
car,6,2758.0,1.1819981679028397e-05
pa,6,2758.0,1.1819981679028397e-05
inti,6,2758.0,1.1819981679028397e-05
prayed,6,2758.0,1.1819981679028397e-05
oyr,6,2758.0,1.1819981679028397e-05
stranges,6,2758.0,1.1819981679028397e-05
championare,6,2758.0,1.1819981679028397e-05
incentive,6,2758.0,1.1819981679028397e-05
precautionary,6,2758.0,1.1819981679028397e-05
soles,6,2758.0,1.1819981679028397e-05
adherance,6,2758.0,1.1819981679028397e-05
difficulty,6,2758.0,1.1819981679028397e-05
strangersin,6,2758.0,1.1819981679028397e-05
strick,6,2758.0,1.1819981679028397e-05
statistic,6,2758.0,1.1819981679028397e-05
panadol,6,2758.0,1.1819981679028397e-05
apeal,6,2758.0,1.1819981679028397e-05
disaster,6,2758.0,1.1819981679028397e-05
cataching,6,2758.0,1.1819981679028397e-05
deat,6,2758.0,1.1819981679028397e-05
politics,6,2758.0,1.1819981679028397e-05
pers0n,6,2758.0,1.1819981679028397e-05
fom,6,2758.0,1.1819981679028397e-05
inconveniencies,6,2758.0,1.1819981679028397e-05
togetherness,5,3067.5,9.849984732523664e-06
seriousness,5,3067.5,9.849984732523664e-06
assuisted,5,3067.5,9.849984732523664e-06
walking,5,3067.5,9.849984732523664e-06
facilitate,5,3067.5,9.849984732523664e-06
celebration,5,3067.5,9.849984732523664e-06
stealing,5,3067.5,9.849984732523664e-06
21days,5,3067.5,9.849984732523664e-06
concentrate,5,3067.5,9.849984732523664e-06
immergency,5,3067.5,9.849984732523664e-06
guineans,5,3067.5,9.849984732523664e-06
endof,5,3067.5,9.849984732523664e-06
witness,5,3067.5,9.849984732523664e-06
bodyly,5,3067.5,9.849984732523664e-06
acrime,5,3067.5,9.849984732523664e-06
vilage,5,3067.5,9.849984732523664e-06
plantation,5,3067.5,9.849984732523664e-06
list,5,3067.5,9.849984732523664e-06
empowering,5,3067.5,9.849984732523664e-06
whast,5,3067.5,9.849984732523664e-06
monke,5,3067.5,9.849984732523664e-06
abouth,5,3067.5,9.849984732523664e-06
cemetry,5,3067.5,9.849984732523664e-06
determine,5,3067.5,9.849984732523664e-06
forming,5,3067.5,9.849984732523664e-06
provission,5,3067.5,9.849984732523664e-06
placed,5,3067.5,9.849984732523664e-06
veronivcal,5,3067.5,9.849984732523664e-06
brave,5,3067.5,9.849984732523664e-06
beause,5,3067.5,9.849984732523664e-06
overall,5,3067.5,9.849984732523664e-06
advised,5,3067.5,9.849984732523664e-06
breakdown,5,3067.5,9.849984732523664e-06
shakin,5,3067.5,9.849984732523664e-06
wasing,5,3067.5,9.849984732523664e-06
perso,5,3067.5,9.849984732523664e-06
gardering,5,3067.5,9.849984732523664e-06
respondinf,5,3067.5,9.849984732523664e-06
untimely,5,3067.5,9.849984732523664e-06
strager,5,3067.5,9.849984732523664e-06
wear,5,3067.5,9.849984732523664e-06
pupiles,5,3067.5,9.849984732523664e-06
trees,5,3067.5,9.849984732523664e-06
gate,5,3067.5,9.849984732523664e-06
purchase,5,3067.5,9.849984732523664e-06
purnished,5,3067.5,9.849984732523664e-06
gates,5,3067.5,9.849984732523664e-06
greately,5,3067.5,9.849984732523664e-06
resident,5,3067.5,9.849984732523664e-06
40,5,3067.5,9.849984732523664e-06
dancing,5,3067.5,9.849984732523664e-06
waste,5,3067.5,9.849984732523664e-06
brake,5,3067.5,9.849984732523664e-06
plac,5,3067.5,9.849984732523664e-06
hiden,5,3067.5,9.849984732523664e-06
motivate,5,3067.5,9.849984732523664e-06
authories,5,3067.5,9.849984732523664e-06
teamis,5,3067.5,9.849984732523664e-06
pictures,5,3067.5,9.849984732523664e-06
tool,5,3067.5,9.849984732523664e-06
piacticies,5,3067.5,9.849984732523664e-06
groups,5,3067.5,9.849984732523664e-06
born,5,3067.5,9.849984732523664e-06
faire,5,3067.5,9.849984732523664e-06
confortable,5,3067.5,9.849984732523664e-06
fore,5,3067.5,9.849984732523664e-06
mush,5,3067.5,9.849984732523664e-06
music,5,3067.5,9.849984732523664e-06
confrontation,5,3067.5,9.849984732523664e-06
petty,5,3067.5,9.849984732523664e-06
talks,5,3067.5,9.849984732523664e-06
highway,5,3067.5,9.849984732523664e-06
stipulated,5,3067.5,9.849984732523664e-06
grerat,5,3067.5,9.849984732523664e-06
monies,5,3067.5,9.849984732523664e-06
heared,5,3067.5,9.849984732523664e-06
acces,5,3067.5,9.849984732523664e-06
abnormal,5,3067.5,9.849984732523664e-06
throuh,5,3067.5,9.849984732523664e-06
thermometers,5,3067.5,9.849984732523664e-06
schoolling,5,3067.5,9.849984732523664e-06
visitig,5,3067.5,9.849984732523664e-06
matters,5,3067.5,9.849984732523664e-06
scholls,5,3067.5,9.849984732523664e-06
mea,5,3067.5,9.849984732523664e-06
escaped,5,3067.5,9.849984732523664e-06
meaning,5,3067.5,9.849984732523664e-06
unecessary,5,3067.5,9.849984732523664e-06
collapsed,5,3067.5,9.849984732523664e-06
exit,5,3067.5,9.849984732523664e-06
guns,5,3067.5,9.849984732523664e-06
application,5,3067.5,9.849984732523664e-06
cater,5,3067.5,9.849984732523664e-06
saving,5,3067.5,9.849984732523664e-06
collaborate,5,3067.5,9.849984732523664e-06
types,5,3067.5,9.849984732523664e-06
advocating,5,3067.5,9.849984732523664e-06
spoons,5,3067.5,9.849984732523664e-06
freequently,5,3067.5,9.849984732523664e-06
decleared,5,3067.5,9.849984732523664e-06
medics,5,3067.5,9.849984732523664e-06
privide,5,3067.5,9.849984732523664e-06
massively,5,3067.5,9.849984732523664e-06
massive,5,3067.5,9.849984732523664e-06
schoolswhen,5,3067.5,9.849984732523664e-06
executing,5,3067.5,9.849984732523664e-06
agaist,5,3067.5,9.849984732523664e-06
secretion,5,3067.5,9.849984732523664e-06
degnified,5,3067.5,9.849984732523664e-06
machines,5,3067.5,9.849984732523664e-06
thr,5,3067.5,9.849984732523664e-06
applying,5,3067.5,9.849984732523664e-06
seating,5,3067.5,9.849984732523664e-06
hannd,5,3067.5,9.849984732523664e-06
ans,5,3067.5,9.849984732523664e-06
preach,5,3067.5,9.849984732523664e-06
evening,5,3067.5,9.849984732523664e-06
sea,5,3067.5,9.849984732523664e-06
scret,5,3067.5,9.849984732523664e-06
europe,5,3067.5,9.849984732523664e-06
spred,5,3067.5,9.849984732523664e-06
thi,5,3067.5,9.849984732523664e-06
excerse,5,3067.5,9.849984732523664e-06
benefits,5,3067.5,9.849984732523664e-06
spraed,5,3067.5,9.849984732523664e-06
vist,5,3067.5,9.849984732523664e-06
establih,5,3067.5,9.849984732523664e-06
commenty,5,3067.5,9.849984732523664e-06
marriage,5,3067.5,9.849984732523664e-06
saop,5,3067.5,9.849984732523664e-06
hasn,5,3067.5,9.849984732523664e-06
tidy,5,3067.5,9.849984732523664e-06
ing,5,3067.5,9.849984732523664e-06
thanks,5,3067.5,9.849984732523664e-06
minimized,5,3067.5,9.849984732523664e-06
deserve,5,3067.5,9.849984732523664e-06
pooverty,5,3067.5,9.849984732523664e-06
companies,5,3067.5,9.849984732523664e-06
ensence,5,3067.5,9.849984732523664e-06
round,5,3067.5,9.849984732523664e-06
minor,5,3067.5,9.849984732523664e-06
wasahing,5,3067.5,9.849984732523664e-06
miserable,5,3067.5,9.849984732523664e-06
misinformation,5,3067.5,9.849984732523664e-06
missing,5,3067.5,9.849984732523664e-06
compensation,5,3067.5,9.849984732523664e-06
ropening,5,3067.5,9.849984732523664e-06
rooms,5,3067.5,9.849984732523664e-06
mobiliser,5,3067.5,9.849984732523664e-06
robber,5,3067.5,9.849984732523664e-06
enjoy,5,3067.5,9.849984732523664e-06
mobilzers,5,3067.5,9.849984732523664e-06
engaged,5,3067.5,9.849984732523664e-06
vometing,5,3067.5,9.849984732523664e-06
separate,5,3067.5,9.849984732523664e-06
located,5,3067.5,9.849984732523664e-06
unknowing,5,3067.5,9.849984732523664e-06
miners,5,3067.5,9.849984732523664e-06
accessable,5,3067.5,9.849984732523664e-06
staving,5,3067.5,9.849984732523664e-06
membrs,5,3067.5,9.849984732523664e-06
ache,5,3067.5,9.849984732523664e-06
practces,5,3067.5,9.849984732523664e-06
equipt,5,3067.5,9.849984732523664e-06
approprate,5,3067.5,9.849984732523664e-06
sandor,5,3067.5,9.849984732523664e-06
carriers,5,3067.5,9.849984732523664e-06
samples,5,3067.5,9.849984732523664e-06
spoke,5,3067.5,9.849984732523664e-06
africa,5,3067.5,9.849984732523664e-06
epidimic,5,3067.5,9.849984732523664e-06
cocoa,5,3067.5,9.849984732523664e-06
saking,5,3067.5,9.849984732523664e-06
safest,5,3067.5,9.849984732523664e-06
unknow,5,3067.5,9.849984732523664e-06
attent,5,3067.5,9.849984732523664e-06
deprived,5,3067.5,9.849984732523664e-06
starving,5,3067.5,9.849984732523664e-06
cccs,5,3067.5,9.849984732523664e-06
aganist,5,3067.5,9.849984732523664e-06
loging,5,3067.5,9.849984732523664e-06
programmes,5,3067.5,9.849984732523664e-06
communiyt,5,3067.5,9.849984732523664e-06
verinica,5,3067.5,9.849984732523664e-06
relationships,5,3067.5,9.849984732523664e-06
od,5,3067.5,9.849984732523664e-06
passing,5,3067.5,9.849984732523664e-06
geeting,5,3067.5,9.849984732523664e-06
recommended,5,3067.5,9.849984732523664e-06
duty,5,3067.5,9.849984732523664e-06
quarters,5,3067.5,9.849984732523664e-06
gender,5,3067.5,9.849984732523664e-06
operating,5,3067.5,9.849984732523664e-06
avaliable,5,3067.5,9.849984732523664e-06
chiidren,5,3067.5,9.849984732523664e-06
durial,5,3067.5,9.849984732523664e-06
quarrantine,5,3067.5,9.849984732523664e-06
