word,0,rank,freq
open,289,229.0,0.0005693291175398679
survivors,285,230.0,0.0005614491297538488
hiding,284,231.0,0.0005594791328073441
use,282,232.0,0.0005555391389143346
normal,280,233.0,0.0005515991450213252
women,279,234.0,0.0005496291480748205
reported,268,235.0,0.0005279591816632685
force,266,236.5,0.000524019187770259
accomodation,266,236.5,0.000524019187770259
outbreak,265,238.0,0.0005220491908237543
burials,264,240.0,0.0005200791938772494
plans,264,240.0,0.0005200791938772494
does,264,240.0,0.0005200791938772494
ûªt,263,242.0,0.0005181091969307447
he,262,243.0,0.00051613919998424
cure,260,244.0,0.0005121992060912305
family,258,245.5,0.0005082592121982211
would,258,245.5,0.0005082592121982211
centers,254,247.0,0.0005003792244122022
spread,253,248.0,0.0004984092274656974
which,252,249.0,0.0004964392305191927
much,251,250.0,0.000494469233572688
materials,250,251.0,0.0004924992366261832
secret,247,252.5,0.000486589245786669
teenage,247,252.5,0.000486589245786669
business,246,254.5,0.0004846192488401643
see,246,254.5,0.0004846192488401643
prevent,245,256.0,0.00048264925189365956
taken,241,257.5,0.00047476926410764064
medicine,241,257.5,0.00047476926410764064
know,239,259.0,0.0004708292702146312
those,237,260.0,0.0004668892763216217
given,234,261.0,0.0004609792854821075
risk,233,262.0,0.00045900928853560277
getting,232,263.0,0.00045703929158909804
toilet,231,264.5,0.0004550692946425933
increase,231,264.5,0.0004550692946425933
implement,230,267.5,0.0004530992976960886
allowing,230,267.5,0.0004530992976960886
intercourse,230,267.5,0.0004530992976960886
problem,230,267.5,0.0004530992976960886
